date,season,home_team,away_team,home_pts,away_pts
2026-05-26 19:30:00,2020,Brooklyn Nets,Indiana Pacers,108,118
2026-05-26 19:30:00,2020,Toronto Raptors,Detroit Pistons,125,113
2026-05-26 20:00:00,2020,Oklahoma City Thunder,Portland Trail Blazers,99,102
2026-05-26 20:00:00,2020,Washington Wizards,Houston Rockets,158,159
2026-05-26 22:00:00,2020,Sacramento Kings,Charlotte Hornets,111,118
2026-05-26 22:00:00,2020,Utah Jazz,Los Angeles Clippers,110,96
2026-05-26 22:30:00,2020,Golden State Warriors,Phoenix Suns,110,121
2026-05-26 19:00:00,2020,Atlanta Hawks,Miami Heat,97,106
2026-05-26 21:30:00,2020,New Orleans Pelicans,Denver Nuggets,122,107
2026-05-26 22:30:00,2020,Los Angeles Clippers,San Antonio Spurs,103,97
2026-05-26 19:00:00,2021,Brooklyn Nets,Golden State Warriors,125,99
2026-05-26 22:00:00,2021,Los Angeles Lakers,Los Angeles Clippers,109,116
2026-05-26 19:00:00,2021,Cleveland Cavaliers,Charlotte Hornets,121,114
2026-05-26 19:00:00,2021,Indiana Pacers,New York Knicks,121,107
2026-05-26 19:00:00,2021,Orlando Magic,Miami Heat,113,107
2026-05-26 19:00:00,2021,Philadelphia 76ers,Washington Wizards,113,107
2026-05-26 19:30:00,2021,Toronto Raptors,New Orleans Pelicans,99,113
2026-05-26 19:30:00,2021,Boston Celtics,Milwaukee Bucks,122,121
2026-05-26 20:00:00,2021,Chicago Bulls,Atlanta Hawks,104,124
2026-05-26 20:00:00,2021,Memphis Grizzlies,San Antonio Spurs,119,131
2026-05-26 20:00:00,2021,Minnesota Timberwolves,Detroit Pistons,111,101
2026-05-26 21:00:00,2021,Denver Nuggets,Sacramento Kings,122,124
2026-05-26 22:00:00,2021,Portland Trail Blazers,Utah Jazz,100,120
2026-05-26 22:30:00,2021,Phoenix Suns,Dallas Mavericks,106,102
2026-05-26 12:00:00,2021,Miami Heat,New Orleans Pelicans,111,98
2026-05-26 14:30:00,2021,Milwaukee Bucks,Golden State Warriors,138,99
2026-05-26 17:00:00,2021,Boston Celtics,Brooklyn Nets,95,123
2026-05-26 20:00:00,2021,Los Angeles Lakers,Dallas Mavericks,138,115
2026-05-26 22:30:00,2021,Denver Nuggets,Los Angeles Clippers,108,121
2026-05-26 17:00:00,2021,Memphis Grizzlies,Atlanta Hawks,112,122
2026-05-26 19:00:00,2021,Charlotte Hornets,Oklahoma City Thunder,107,109
2026-05-26 19:00:00,2021,Detroit Pistons,Cleveland Cavaliers,119,128
2026-05-26 19:00:00,2021,Washington Wizards,Orlando Magic,120,130
2026-05-26 19:30:00,2021,New York Knicks,Philadelphia 76ers,89,109
2026-05-26 20:00:00,2021,Chicago Bulls,Indiana Pacers,106,125
2026-05-26 20:30:00,2021,San Antonio Spurs,Toronto Raptors,119,114
2026-05-26 21:00:00,2021,Utah Jazz,Minnesota Timberwolves,111,116
2026-05-26 22:00:00,2021,Portland Trail Blazers,Houston Rockets,128,126
2026-05-26 22:00:00,2021,Sacramento Kings,Phoenix Suns,106,103
2026-05-26 15:30:00,2021,Los Angeles Clippers,Dallas Mavericks,73,124
2026-05-26 19:00:00,2021,New Orleans Pelicans,San Antonio Spurs,98,95
2026-05-26 19:00:00,2021,Washington Wizards,Orlando Magic,113,120
2026-05-26 19:00:00,2021,Charlotte Hornets,Brooklyn Nets,106,104
2026-05-26 19:30:00,2021,Cleveland Cavaliers,Philadelphia 76ers,118,94
2026-05-26 19:30:00,2021,New York Knicks,Milwaukee Bucks,130,110
2026-05-26 20:00:00,2021,Indiana Pacers,Boston Celtics,108,107
2026-05-26 20:00:00,2021,Chicago Bulls,Golden State Warriors,128,129
2026-05-26 21:00:00,2021,Sacramento Kings,Phoenix Suns,100,116
2026-05-26 22:00:00,2021,Los Angeles Lakers,Minnesota Timberwolves,127,91
2026-05-26 19:30:00,2021,Brooklyn Nets,Memphis Grizzlies,111,116
2026-05-26 19:30:00,2021,Atlanta Hawks,Detroit Pistons,128,120
2026-05-26 20:00:00,2021,Oklahoma City Thunder,Utah Jazz,109,110
2026-05-26 21:00:00,2021,Denver Nuggets,Houston Rockets,124,111
2026-05-26 22:00:00,2021,Los Angeles Lakers,Portland Trail Blazers,107,115
2026-05-26 19:00:00,2021,Cleveland Cavaliers,New York Knicks,86,95
2026-05-26 19:00:00,2021,Detroit Pistons,Golden State Warriors,106,116
2026-05-26 19:00:00,2021,Indiana Pacers,Boston Celtics,111,116
2026-05-26 19:00:00,2021,Washington Wizards,Chicago Bulls,107,115
2026-05-26 19:00:00,2021,Philadelphia 76ers,Toronto Raptors,100,93
2026-05-26 19:30:00,2021,Miami Heat,Milwaukee Bucks,97,144
2026-05-26 20:00:00,2021,Oklahoma City Thunder,Orlando Magic,107,118
2026-05-26 22:00:00,2021,Phoenix Suns,New Orleans Pelicans,111,86
2026-05-26 22:00:00,2021,Sacramento Kings,Denver Nuggets,125,115
2026-05-26 22:00:00,2021,Los Angeles Clippers,Minnesota Timberwolves,124,101
2026-05-26 19:30:00,2021,Miami Heat,Milwaukee Bucks,119,108
2026-05-26 19:30:00,2021,Brooklyn Nets,Atlanta Hawks,145,141
2026-05-26 19:30:00,2021,Boston Celtics,Memphis Grizzlies,126,107
2026-05-26 20:30:00,2021,Dallas Mavericks,Charlotte Hornets,99,118
2026-05-26 20:30:00,2021,San Antonio Spurs,Los Angeles Lakers,107,121
2026-05-26 22:00:00,2021,Los Angeles Clippers,Portland Trail Blazers,128,105
2026-05-26 15:00:00,2021,Indiana Pacers,Cleveland Cavaliers,119,99
2026-05-26 17:00:00,2021,Washington Wizards,Chicago Bulls,130,133
2026-05-26 18:30:00,2021,Orlando Magic,Philadelphia 76ers,92,116
2026-05-26 19:00:00,2021,Houston Rockets,Sacramento Kings,122,119
2026-05-26 19:30:00,2021,Toronto Raptors,New York Knicks,100,83
2026-05-26 20:00:00,2021,Oklahoma City Thunder,New Orleans Pelicans,80,113
2026-05-26 21:00:00,2021,Utah Jazz,Phoenix Suns,95,106
2026-05-26 19:30:00,2022,Milwaukee Bucks,Brooklyn Nets,127,104
2026-05-26 22:00:00,2022,Los Angeles Lakers,Golden State Warriors,114,121
2026-05-26 19:00:00,2022,Charlotte Hornets,Indiana Pacers,123,122
2026-05-26 19:00:00,2022,Detroit Pistons,Chicago Bulls,88,94
2026-05-26 19:30:00,2022,New York Knicks,Boston Celtics,138,134
2026-05-26 19:30:00,2022,Toronto Raptors,Washington Wizards,83,98
2026-05-26 20:00:00,2022,Memphis Grizzlies,Cleveland Cavaliers,132,121
2026-05-26 20:00:00,2022,Minnesota Timberwolves,Houston Rockets,124,106
2026-05-26 20:00:00,2022,New Orleans Pelicans,Philadelphia 76ers,97,117
2026-05-26 20:30:00,2022,San Antonio Spurs,Orlando Magic,123,97
2026-05-26 21:00:00,2022,Utah Jazz,Oklahoma City Thunder,107,86
2026-05-26 22:00:00,2022,Portland Trail Blazers,Sacramento Kings,121,124
2026-05-26 22:00:00,2022,Phoenix Suns,Denver Nuggets,98,110
2026-05-26 19:30:00,2022,Atlanta Hawks,Dallas Mavericks,113,87
2026-05-26 20:00:00,2022,Miami Heat,Milwaukee Bucks,137,95
2026-05-26 22:00:00,2022,Golden State Warriors,Los Angeles Clippers,115,113
2026-05-26 19:00:00,2022,Orlando Magic,New York Knicks,96,121
2026-05-26 19:00:00,2022,Washington Wizards,Indiana Pacers,135,134
2026-05-26 19:00:00,2022,Cleveland Cavaliers,Charlotte Hornets,112,123
2026-05-26 19:30:00,2022,Boston Celtics,Toronto Raptors,83,115
2026-05-26 19:30:00,2022,Philadelphia 76ers,Brooklyn Nets,109,114
2026-05-26 20:00:00,2022,Houston Rockets,Oklahoma City Thunder,124,91
2026-05-26 20:00:00,2022,Chicago Bulls,New Orleans Pelicans,128,112
2026-05-26 21:00:00,2022,Denver Nuggets,San Antonio Spurs,102,96
2026-05-26 22:00:00,2022,Los Angeles Lakers,Phoenix Suns,105,115
2026-05-26 22:00:00,2022,Sacramento Kings,Utah Jazz,101,110
2026-05-26 18:00:00,2022,Cleveland Cavaliers,Atlanta Hawks,101,95
2026-05-26 19:00:00,2022,Indiana Pacers,Miami Heat,102,91
2026-05-26 19:30:00,2022,Toronto Raptors,Dallas Mavericks,95,103
2026-05-26 20:00:00,2022,Chicago Bulls,Detroit Pistons,97,82
2026-05-26 20:00:00,2022,Minnesota Timberwolves,New Orleans Pelicans,96,89
2026-05-26 20:30:00,2022,San Antonio Spurs,Milwaukee Bucks,111,121
2026-05-26 22:00:00,2022,Portland Trail Blazers,Phoenix Suns,134,105
2026-05-26 22:30:00,2022,Los Angeles Clippers,Memphis Grizzlies,114,120
2026-05-26 16:00:00,2022,Brooklyn Nets,Charlotte Hornets,95,111
2026-05-26 19:00:00,2022,Houston Rockets,Boston Celtics,97,107
2026-05-26 19:00:00,2022,New York Knicks,Orlando Magic,104,110
2026-05-26 19:00:00,2022,Oklahoma City Thunder,Philadelphia 76ers,103,115
2026-05-26 21:00:00,2022,Sacramento Kings,Golden State Warriors,107,119
2026-05-26 21:30:00,2022,Los Angeles Lakers,Memphis Grizzlies,121,118
2026-05-26 19:00:00,2022,Charlotte Hornets,Boston Celtics,129,140
2026-05-26 19:00:00,2022,Indiana Pacers,Milwaukee Bucks,109,119
2026-05-26 19:30:00,2022,Toronto Raptors,Chicago Bulls,108,111
2026-05-26 19:30:00,2022,Miami Heat,Orlando Magic,107,90
2026-05-26 19:30:00,2022,Brooklyn Nets,Washington Wizards,104,90
2026-05-26 19:30:00,2022,Atlanta Hawks,Detroit Pistons,122,104
2026-05-26 20:00:00,2022,Minnesota Timberwolves,New Orleans Pelicans,98,107
2026-05-26 21:00:00,2022,Denver Nuggets,Cleveland Cavaliers,87,99
2026-05-26 22:30:00,2022,Los Angeles Clippers,Portland Trail Blazers,116,86
2026-05-26 19:30:00,2022,New York Knicks,Philadelphia 76ers,112,99
2026-05-26 20:00:00,2022,Oklahoma City Thunder,Golden State Warriors,98,106
2026-05-26 20:30:00,2022,San Antonio Spurs,Los Angeles Lakers,121,125
2026-05-26 20:30:00,2022,Dallas Mavericks,Houston Rockets,116,106
2026-05-26 22:00:00,2022,Utah Jazz,Denver Nuggets,122,110
2026-05-26 19:00:00,2022,Orlando Magic,Charlotte Hornets,111,120
2026-05-26 19:30:00,2022,Boston Celtics,Washington Wizards,107,116
2026-05-26 19:30:00,2022,Brooklyn Nets,Miami Heat,93,106
2026-05-26 19:30:00,2022,Toronto Raptors,Indiana Pacers,118,100
2026-05-26 19:30:00,2022,New Orleans Pelicans,Atlanta Hawks,99,102
2026-05-26 20:00:00,2022,Milwaukee Bucks,Minnesota Timberwolves,108,113
2026-05-26 20:00:00,2022,Oklahoma City Thunder,Los Angeles Lakers,123,115
2026-05-26 22:00:00,2022,Phoenix Suns,Sacramento Kings,107,110
2026-05-26 22:00:00,2022,Portland Trail Blazers,Memphis Grizzlies,116,96
2026-05-26 22:30:00,2022,Los Angeles Clippers,Cleveland Cavaliers,79,92
2026-05-26 19:00:00,2022,Washington Wizards,Atlanta Hawks,122,111
2026-05-26 19:00:00,2022,Philadelphia 76ers,Detroit Pistons,110,102
2026-05-26 20:00:00,2022,Houston Rockets,Utah Jazz,91,122
2026-05-26 20:00:00,2022,Chicago Bulls,New York Knicks,103,104
2026-05-26 20:30:00,2022,Dallas Mavericks,San Antonio Spurs,104,99
2026-05-26 22:00:00,2022,Golden State Warriors,Memphis Grizzlies,101,104
2026-05-26 19:00:00,2022,Toronto Raptors,Orlando Magic,110,109
2026-05-26 19:30:00,2022,Miami Heat,Charlotte Hornets,114,99
2026-05-26 19:30:00,2022,Brooklyn Nets,Indiana Pacers,105,98
2026-05-26 20:00:00,2022,New Orleans Pelicans,Sacramento Kings,109,113
2026-05-26 22:00:00,2022,Denver Nuggets,Dallas Mavericks,106,75
2026-05-26 22:00:00,2022,Portland Trail Blazers,Los Angeles Clippers,111,92
2026-05-26 22:30:00,2022,Los Angeles Lakers,Cleveland Cavaliers,113,101
2026-05-26 17:00:00,2022,Washington Wizards,Boston Celtics,115,112
2026-05-26 19:00:00,2022,Detroit Pistons,Orlando Magic,110,103
2026-05-26 19:00:00,2022,New Orleans Pelicans,New York Knicks,117,123
2026-05-26 19:30:00,2022,Indiana Pacers,Toronto Raptors,94,97
2026-05-26 19:30:00,2022,Philadelphia 76ers,Atlanta Hawks,122,94
2026-05-26 20:00:00,2022,Chicago Bulls,Utah Jazz,107,99
2026-05-26 20:00:00,2022,Memphis Grizzlies,Miami Heat,103,129
2026-05-26 20:00:00,2022,Milwaukee Bucks,San Antonio Spurs,93,102
2026-05-26 20:30:00,2022,Golden State Warriors,Oklahoma City Thunder,103,82
2026-05-26 21:00:00,2022,Minnesota Timberwolves,Denver Nuggets,91,93
2026-05-26 22:00:00,2022,Phoenix Suns,Cleveland Cavaliers,101,92
2026-05-26 15:30:00,2022,Dallas Mavericks,Sacramento Kings,105,99
2026-05-26 19:00:00,2022,Charlotte Hornets,Portland Trail Blazers,125,113
2026-05-26 19:00:00,2022,Milwaukee Bucks,Utah Jazz,95,107
2026-05-26 19:30:00,2022,Brooklyn Nets,Detroit Pistons,117,91
2026-05-26 22:30:00,2022,Los Angeles Lakers,Houston Rockets,95,85
2026-05-26 19:30:00,2023,Boston Celtics,Philadelphia 76ers,126,117
2026-05-26 22:00:00,2023,Golden State Warriors,Los Angeles Lakers,123,109
2026-05-26 19:00:00,2023,Detroit Pistons,Orlando Magic,113,109
2026-05-26 19:00:00,2023,Indiana Pacers,Washington Wizards,107,114
2026-05-26 19:30:00,2023,Atlanta Hawks,Houston Rockets,117,107
2026-05-26 19:30:00,2023,Brooklyn Nets,New Orleans Pelicans,108,130
2026-05-26 19:30:00,2023,Memphis Grizzlies,New York Knicks,115,112
2026-05-26 19:30:00,2023,Miami Heat,Chicago Bulls,108,116
2026-05-26 19:30:00,2023,Toronto Raptors,Cleveland Cavaliers,108,105
2026-05-26 20:00:00,2023,Minnesota Timberwolves,Oklahoma City Thunder,115,108
2026-05-26 20:00:00,2023,San Antonio Spurs,Charlotte Hornets,102,129
2026-05-26 21:00:00,2023,Utah Jazz,Denver Nuggets,123,102
2026-05-26 22:00:00,2023,Phoenix Suns,Dallas Mavericks,107,105
2026-05-26 22:00:00,2023,Sacramento Kings,Portland Trail Blazers,108,115
2026-05-26 19:30:00,2023,Philadelphia 76ers,Milwaukee Bucks,88,90
2026-05-26 22:00:00,2023,Los Angeles Lakers,Los Angeles Clippers,97,103
2026-05-26 19:00:00,2023,Charlotte Hornets,New Orleans Pelicans,112,124
2026-05-26 19:00:00,2023,Indiana Pacers,San Antonio Spurs,134,137
2026-05-26 19:00:00,2023,Washington Wizards,Chicago Bulls,102,100
2026-05-26 19:30:00,2023,Atlanta Hawks,Orlando Magic,108,98
2026-05-26 19:30:00,2023,Brooklyn Nets,Toronto Raptors,109,105
2026-05-26 19:30:00,2023,Miami Heat,Boston Celtics,104,111
2026-05-26 19:30:00,2023,New York Knicks,Detroit Pistons,130,106
2026-05-26 20:00:00,2023,Houston Rockets,Memphis Grizzlies,122,129
2026-05-26 20:00:00,2023,Minnesota Timberwolves,Utah Jazz,126,132
2026-05-26 22:00:00,2023,Golden State Warriors,Denver Nuggets,123,128
2026-05-26 22:00:00,2023,Portland Trail Blazers,Phoenix Suns,113,111
2026-05-26 18:00:00,2023,Philadelphia 76ers,San Antonio Spurs,105,114
2026-05-26 19:00:00,2023,Indiana Pacers,Detroit Pistons,124,115
2026-05-26 19:00:00,2023,Orlando Magic,Boston Celtics,120,126
2026-05-26 20:00:00,2023,Chicago Bulls,Cleveland Cavaliers,96,128
2026-05-26 20:00:00,2023,Miami Heat,Toronto Raptors,112,109
2026-05-26 20:00:00,2023,Milwaukee Bucks,Houston Rockets,125,105
2026-05-26 20:30:00,2023,Dallas Mavericks,Memphis Grizzlies,137,96
2026-05-26 21:00:00,2023,Denver Nuggets,Oklahoma City Thunder,122,117
2026-05-26 22:00:00,2023,Sacramento Kings,Los Angeles Clippers,109,111
2026-05-26 15:30:00,2023,Los Angeles Lakers,Portland Trail Blazers,104,106
2026-05-26 17:00:00,2023,Atlanta Hawks,Charlotte Hornets,109,126
2026-05-26 19:00:00,2023,Cleveland Cavaliers,Washington Wizards,117,107
2026-05-26 19:00:00,2023,New Orleans Pelicans,Utah Jazz,121,122
2026-05-26 20:00:00,2023,Oklahoma City Thunder,Minnesota Timberwolves,106,116
2026-05-26 20:30:00,2023,Golden State Warriors,Sacramento Kings,130,125
2026-05-26 22:00:00,2023,Los Angeles Clippers,Phoenix Suns,95,112
2026-05-26 19:00:00,2023,Philadelphia 76ers,Indiana Pacers,120,106
2026-05-26 19:30:00,2023,Miami Heat,Toronto Raptors,90,98
2026-05-26 19:30:00,2023,New York Knicks,Orlando Magic,115,102
2026-05-26 20:00:00,2023,Chicago Bulls,Boston Celtics,120,102
2026-05-26 20:00:00,2023,Houston Rockets,Utah Jazz,114,108
2026-05-26 20:00:00,2023,Memphis Grizzlies,Brooklyn Nets,134,124
2026-05-26 20:00:00,2023,Minnesota Timberwolves,San Antonio Spurs,106,115
2026-05-26 22:00:00,2023,Portland Trail Blazers,Denver Nuggets,135,110
2026-05-26 19:00:00,2023,Washington Wizards,Detroit Pistons,120,99
2026-05-26 19:30:00,2023,New Orleans Pelicans,Dallas Mavericks,113,111
2026-05-26 20:00:00,2023,Oklahoma City Thunder,Los Angeles Clippers,108,94
2026-05-26 22:00:00,2023,Phoenix Suns,Golden State Warriors,134,105
2026-05-26 19:00:00,2023,Cleveland Cavaliers,Orlando Magic,103,92
2026-05-26 19:00:00,2023,Detroit Pistons,Atlanta Hawks,113,118
2026-05-26 19:30:00,2023,Milwaukee Bucks,Brooklyn Nets,110,99
2026-05-26 19:30:00,2023,New York Knicks,Charlotte Hornets,134,131
2026-05-26 19:30:00,2023,Toronto Raptors,Philadelphia 76ers,119,109
2026-05-26 20:00:00,2023,Chicago Bulls,Indiana Pacers,124,109
2026-05-26 20:00:00,2023,Minnesota Timberwolves,San Antonio Spurs,134,122
2026-05-26 21:00:00,2023,Utah Jazz,Houston Rockets,109,101
2026-05-26 22:00:00,2023,Denver Nuggets,Los Angeles Lakers,110,99
2026-05-26 22:00:00,2023,Portland Trail Blazers,Miami Heat,98,119
2026-05-26 19:30:00,2023,Brooklyn Nets,Dallas Mavericks,125,129
2026-05-26 20:00:00,2023,Oklahoma City Thunder,Los Angeles Clippers,118,110
2026-05-26 22:00:00,2023,Golden State Warriors,Miami Heat,123,110
2026-05-26 22:00:00,2023,Sacramento Kings,Memphis Grizzlies,110,125
2026-05-26 19:00:00,2023,Detroit Pistons,Atlanta Hawks,112,136
2026-05-26 19:00:00,2023,Orlando Magic,Charlotte Hornets,113,93
2026-05-26 19:30:00,2023,Boston Celtics,Cleveland Cavaliers,123,132
2026-05-26 19:30:00,2023,Toronto Raptors,Philadelphia 76ers,90,112
2026-05-26 19:30:00,2023,Washington Wizards,Indiana Pacers,117,127
2026-05-26 20:00:00,2023,Milwaukee Bucks,New York Knicks,119,108
2026-05-26 20:00:00,2023,Minnesota Timberwolves,Los Angeles Lakers,111,102
2026-05-26 20:30:00,2023,San Antonio Spurs,Chicago Bulls,129,124
2026-05-26 21:00:00,2023,Denver Nuggets,Utah Jazz,117,101
2026-05-26 22:00:00,2023,Phoenix Suns,New Orleans Pelicans,124,111
2026-05-26 22:00:00,2023,Portland Trail Blazers,Houston Rockets,125,111
2026-05-26 18:00:00,2023,Sacramento Kings,Miami Heat,119,113
2026-05-26 19:00:00,2023,Charlotte Hornets,Golden State Warriors,120,113
2026-05-26 19:30:00,2023,Brooklyn Nets,Indiana Pacers,116,125
2026-05-26 20:00:00,2023,Chicago Bulls,Philadelphia 76ers,109,114
2026-05-26 20:00:00,2023,Milwaukee Bucks,Atlanta Hawks,123,115
2026-05-26 21:00:00,2023,Dallas Mavericks,Oklahoma City Thunder,111,117
2026-05-26 21:00:00,2023,Utah Jazz,Memphis Grizzlies,124,123
2026-05-26 15:00:00,2023,Los Angeles Clippers,New Orleans Pelicans,91,112
2026-05-26 18:00:00,2023,Boston Celtics,Washington Wizards,112,94
2026-05-26 18:00:00,2023,Cleveland Cavaliers,New York Knicks,121,108
2026-05-26 18:00:00,2023,Detroit Pistons,Golden State Warriors,128,114
2026-05-26 19:00:00,2023,San Antonio Spurs,Minnesota Timberwolves,107,98
2026-05-26 19:30:00,2023,Dallas Mavericks,Orlando Magic,114,105
2026-05-26 21:00:00,2023,Phoenix Suns,Houston Rockets,124,109
2026-05-26 21:30:00,2023,Los Angeles Lakers,Denver Nuggets,121,110
2026-05-26 19:00:00,2023,Charlotte Hornets,Sacramento Kings,108,115
2026-05-26 19:00:00,2023,Washington Wizards,Philadelphia 76ers,111,118
2026-05-26 19:30:00,2023,Brooklyn Nets,Indiana Pacers,116,109
2026-05-26 19:30:00,2023,Toronto Raptors,Atlanta Hawks,139,109
2026-05-26 20:00:00,2023,Milwaukee Bucks,Detroit Pistons,110,108
2026-05-26 21:00:00,2023,Utah Jazz,Memphis Grizzlies,121,105
2026-05-26 22:30:00,2023,Los Angeles Clippers,Houston Rockets,95,93
2026-05-26 19:30:00,2024,Denver Nuggets,Los Angeles Lakers,119,107
2026-05-26 22:00:00,2024,Golden State Warriors,Phoenix Suns,104,108
2026-05-26 19:00:00,2024,Orlando Magic,Houston Rockets,116,86
2026-05-26 19:00:00,2024,New York Knicks,Boston Celtics,104,108
2026-05-26 19:00:00,2024,Indiana Pacers,Washington Wizards,143,120
2026-05-26 19:00:00,2024,Charlotte Hornets,Atlanta Hawks,116,110
2026-05-26 19:30:00,2024,Miami Heat,Detroit Pistons,103,102
2026-05-26 19:30:00,2024,Toronto Raptors,Minnesota Timberwolves,97,94
2026-05-26 19:30:00,2024,Brooklyn Nets,Cleveland Cavaliers,113,114
2026-05-26 20:00:00,2024,Memphis Grizzlies,New Orleans Pelicans,104,111
2026-05-26 20:00:00,2024,Chicago Bulls,Oklahoma City Thunder,104,124
2026-05-26 21:00:00,2024,Utah Jazz,Sacramento Kings,114,130
2026-05-26 21:30:00,2024,San Antonio Spurs,Dallas Mavericks,119,126
2026-05-26 22:30:00,2024,Los Angeles Clippers,Portland Trail Blazers,123,111
2026-05-26 19:30:00,2024,Milwaukee Bucks,Philadelphia 76ers,118,117
2026-05-26 22:00:00,2024,Los Angeles Lakers,Phoenix Suns,100,95
2026-05-26 19:00:00,2024,Memphis Grizzlies,Denver Nuggets,104,108
2026-05-26 19:00:00,2024,Charlotte Hornets,Detroit Pistons,99,111
2026-05-26 19:30:00,2024,Atlanta Hawks,New York Knicks,120,126
2026-05-26 19:30:00,2024,Cleveland Cavaliers,Oklahoma City Thunder,105,108
2026-05-26 19:30:00,2024,Boston Celtics,Miami Heat,119,111
2026-05-26 20:00:00,2024,Chicago Bulls,Toronto Raptors,104,103
2026-05-26 20:00:00,2024,San Antonio Spurs,Houston Rockets,126,122
2026-05-26 20:30:00,2024,Dallas Mavericks,Brooklyn Nets,125,120
2026-05-26 21:30:00,2024,Utah Jazz,Los Angeles Clippers,120,118
2026-05-26 22:00:00,2024,Portland Trail Blazers,Orlando Magic,97,102
2026-05-26 22:00:00,2024,Sacramento Kings,Golden State Warriors,114,122
2026-05-26 19:00:00,2024,Detroit Pistons,Chicago Bulls,118,102
2026-05-26 19:00:00,2024,Washington Wizards,Memphis Grizzlies,113,106
2026-05-26 19:00:00,2024,New Orleans Pelicans,New York Knicks,96,87
2026-05-26 19:30:00,2024,Cleveland Cavaliers,Indiana Pacers,113,125
2026-05-26 19:30:00,2024,Toronto Raptors,Philadelphia 76ers,107,114
2026-05-26 20:00:00,2024,Minnesota Timberwolves,Miami Heat,106,90
2026-05-26 22:00:00,2024,Phoenix Suns,Utah Jazz,126,104
2026-05-26 15:30:00,2024,Oklahoma City Thunder,Denver Nuggets,95,128
2026-05-26 19:00:00,2024,Houston Rockets,Golden State Warriors,95,106
2026-05-26 19:00:00,2024,Milwaukee Bucks,Atlanta Hawks,110,127
2026-05-26 19:30:00,2024,Philadelphia 76ers,Portland Trail Blazers,126,98
2026-05-26 21:00:00,2024,Los Angeles Clippers,San Antonio Spurs,123,83
2026-05-26 21:00:00,2024,Sacramento Kings,Los Angeles Lakers,132,127
2026-05-26 19:00:00,2024,Indiana Pacers,Chicago Bulls,105,112
2026-05-26 19:00:00,2024,Washington Wizards,Boston Celtics,107,126
2026-05-26 19:00:00,2024,Charlotte Hornets,Brooklyn Nets,121,133
2026-05-26 19:30:00,2024,Toronto Raptors,Portland Trail Blazers,91,99
2026-05-26 19:30:00,2024,Atlanta Hawks,Minnesota Timberwolves,127,113
2026-05-26 20:00:00,2024,Memphis Grizzlies,Dallas Mavericks,110,125
2026-05-26 20:00:00,2024,Milwaukee Bucks,Miami Heat,122,114
2026-05-26 20:00:00,2024,New Orleans Pelicans,Golden State Warriors,102,130
2026-05-26 20:00:00,2024,Oklahoma City Thunder,Detroit Pistons,124,112
2026-05-26 21:00:00,2024,Denver Nuggets,Utah Jazz,110,102
2026-05-26 22:30:00,2024,Los Angeles Lakers,Orlando Magic,106,103
2026-05-26 19:30:00,2024,Cleveland Cavaliers,New York Knicks,91,109
2026-05-26 22:00:00,2024,Phoenix Suns,San Antonio Spurs,114,115
2026-05-26 22:30:00,2024,Los Angeles Clippers,Orlando Magic,118,102
2026-05-26 19:30:00,2025,Boston Celtics,New York Knicks,132,109
2026-05-26 22:00:00,2025,Los Angeles Lakers,Minnesota Timberwolves,110,103
2026-05-26 19:00:00,2025,Detroit Pistons,Indiana Pacers,109,115
2026-05-26 19:30:00,2025,Atlanta Hawks,Brooklyn Nets,120,116
2026-05-26 19:30:00,2025,Miami Heat,Orlando Magic,97,116
2026-05-26 19:30:00,2025,Philadelphia 76ers,Milwaukee Bucks,109,124
2026-05-26 19:30:00,2025,Toronto Raptors,Cleveland Cavaliers,106,136
2026-05-26 20:00:00,2025,Houston Rockets,Charlotte Hornets,105,110
2026-05-26 20:00:00,2025,New Orleans Pelicans,Chicago Bulls,123,111
2026-05-26 21:00:00,2025,Utah Jazz,Memphis Grizzlies,124,126
2026-05-26 22:00:00,2025,Los Angeles Clippers,Phoenix Suns,113,116
2026-05-26 22:00:00,2025,Portland Trail Blazers,Golden State Warriors,104,140
2026-05-26 19:00:00,2025,Washington Wizards,Boston Celtics,102,122
2026-05-26 19:30:00,2025,Dallas Mavericks,San Antonio Spurs,120,109
2026-05-26 22:00:00,2025,Sacramento Kings,Minnesota Timberwolves,115,117
2026-05-26 22:00:00,2025,Denver Nuggets,Oklahoma City Thunder,87,102
2026-05-26 19:00:00,2025,Orlando Magic,Brooklyn Nets,116,101
2026-05-26 19:00:00,2025,Toronto Raptors,Philadelphia 76ers,115,107
2026-05-26 19:30:00,2025,Atlanta Hawks,Charlotte Hornets,125,120
2026-05-26 19:30:00,2025,Cleveland Cavaliers,Detroit Pistons,113,101
2026-05-26 19:30:00,2025,New York Knicks,Indiana Pacers,123,98
2026-05-26 20:00:00,2025,Houston Rockets,Memphis Grizzlies,128,108
2026-05-26 20:00:00,2025,Milwaukee Bucks,Chicago Bulls,122,133
2026-05-26 21:30:00,2025,Utah Jazz,Golden State Warriors,86,127
2026-05-26 22:00:00,2025,Los Angeles Lakers,Phoenix Suns,123,116
2026-05-26 22:00:00,2025,Portland Trail Blazers,New Orleans Pelicans,103,105
2026-05-26 17:00:00,2025,Denver Nuggets,Los Angeles Clippers,104,109
2026-05-26 19:00:00,2025,Washington Wizards,Cleveland Cavaliers,116,135
2026-05-26 19:00:00,2025,Detroit Pistons,Boston Celtics,118,124
2026-05-26 19:00:00,2025,Charlotte Hornets,Miami Heat,106,114
